reference,objet_marche,maitre_ouvrage_nom,maitre_ouvrage_adresse,maitre_ouvrage_telephone,maitre_ouvrage_fax,budget,date_publication,delai_execution_total,delai_execution_phase1,delai_execution_phase2,documents_requis_administratif,documents_requis_technique,documents_requis_financier,conditions_participation,chef_de_mission_diplome,chef_de_mission_experience,chef_de_mission_competences,expert_exploitation_diplome,expert_exploitation_experience,expert_exploitation_competences,expert_maintenance_diplome,expert_maintenance_experience,expert_maintenance_competences,note_technique,note_financiere,note_minimale,ponderation_technique,ponderation_financiere,mode_soumission_electronique,support_portail
AO-2029943,Marché de prestation 4943,Ministère de l'Équipement,"Rue 4943, Rabat",05 37 00 00 43,05 37 00 00 43,264099,2024-08-06,80,19,16,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,11,"Planification, Coordination",Ingénieur en exploitation,3,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029944,Marché de prestation 4944,Ministère de l'Équipement,"Rue 4944, Rabat",05 37 00 00 44,05 37 00 00 44,4248386,2024-11-27,135,53,46,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,14,"Planification, Coordination",Ingénieur en exploitation,6,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029945,Marché de prestation 4945,Ministère de l'Équipement,"Rue 4945, Rabat",05 37 00 00 45,05 37 00 00 45,2896961,2024-03-30,83,50,48,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,15,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029946,Marché de prestation 4946,Ministère de l'Équipement,"Rue 4946, Rabat",05 37 00 00 46,05 37 00 00 46,4166878,2024-02-05,156,56,60,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,5,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,8,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029947,Marché de prestation 4947,Ministère de l'Équipement,"Rue 4947, Rabat",05 37 00 00 47,05 37 00 00 47,2622444,2024-04-13,85,45,28,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,5,"Planification, Coordination",Ingénieur en exploitation,8,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029948,Marché de prestation 4948,Ministère de l'Équipement,"Rue 4948, Rabat",05 37 00 00 48,05 37 00 00 48,1039275,2024-10-26,137,26,49,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,19,"Planification, Coordination",Ingénieur en exploitation,15,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029949,Marché de prestation 4949,Ministère de l'Équipement,"Rue 4949, Rabat",05 37 00 00 49,05 37 00 00 49,3805636,2024-11-03,33,37,34,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,16,"Planification, Coordination",Ingénieur en exploitation,13,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029950,Marché de prestation 4950,Ministère de l'Équipement,"Rue 4950, Rabat",05 37 00 00 50,05 37 00 00 50,4683788,2024-11-04,110,60,33,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,11,"Planification, Coordination",Ingénieur en exploitation,9,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029951,Marché de prestation 4951,Ministère de l'Équipement,"Rue 4951, Rabat",05 37 00 00 51,05 37 00 00 51,2911962,2024-01-04,92,35,31,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,12,"Planification, Coordination",Ingénieur en exploitation,13,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029952,Marché de prestation 4952,Ministère de l'Équipement,"Rue 4952, Rabat",05 37 00 00 52,05 37 00 00 52,4448139,2024-11-25,138,14,25,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,15,"Planification, Coordination",Ingénieur en exploitation,12,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029953,Marché de prestation 4953,Ministère de l'Équipement,"Rue 4953, Rabat",05 37 00 00 53,05 37 00 00 53,4941291,2024-07-14,34,52,22,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,5,"Planification, Coordination",Ingénieur en exploitation,10,"Gestion des opérations, Supervision",Technicien spécialisé,6,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029954,Marché de prestation 4954,Ministère de l'Équipement,"Rue 4954, Rabat",05 37 00 00 54,05 37 00 00 54,1011563,2024-09-09,149,28,57,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,15,"Planification, Coordination",Ingénieur en exploitation,10,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029955,Marché de prestation 4955,Ministère de l'Équipement,"Rue 4955, Rabat",05 37 00 00 55,05 37 00 00 55,3327952,2024-07-31,110,44,19,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,16,"Planification, Coordination",Ingénieur en exploitation,13,"Gestion des opérations, Supervision",Technicien spécialisé,5,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029956,Marché de prestation 4956,Ministère de l'Équipement,"Rue 4956, Rabat",05 37 00 00 56,05 37 00 00 56,2616257,2024-11-27,103,18,11,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,19,"Planification, Coordination",Ingénieur en exploitation,12,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029957,Marché de prestation 4957,Ministère de l'Équipement,"Rue 4957, Rabat",05 37 00 00 57,05 37 00 00 57,4629859,2024-03-18,103,42,39,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029958,Marché de prestation 4958,Ministère de l'Équipement,"Rue 4958, Rabat",05 37 00 00 58,05 37 00 00 58,4158001,2024-08-18,166,59,19,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,19,"Planification, Coordination",Ingénieur en exploitation,7,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029959,Marché de prestation 4959,Ministère de l'Équipement,"Rue 4959, Rabat",05 37 00 00 59,05 37 00 00 59,185894,2024-02-18,40,32,12,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,5,"Planification, Coordination",Ingénieur en exploitation,4,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029960,Marché de prestation 4960,Ministère de l'Équipement,"Rue 4960, Rabat",05 37 00 00 60,05 37 00 00 60,2764448,2024-03-11,73,25,49,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,16,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,6,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029961,Marché de prestation 4961,Ministère de l'Équipement,"Rue 4961, Rabat",05 37 00 00 61,05 37 00 00 61,2075505,2024-03-14,32,60,14,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,14,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029962,Marché de prestation 4962,Ministère de l'Équipement,"Rue 4962, Rabat",05 37 00 00 62,05 37 00 00 62,3700389,2024-11-12,51,22,32,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,5,"Planification, Coordination",Ingénieur en exploitation,15,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029963,Marché de prestation 4963,Ministère de l'Équipement,"Rue 4963, Rabat",05 37 00 00 63,05 37 00 00 63,3643334,2024-04-27,104,16,19,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,20,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029964,Marché de prestation 4964,Ministère de l'Équipement,"Rue 4964, Rabat",05 37 00 00 64,05 37 00 00 64,1259448,2024-11-26,63,21,47,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,17,"Planification, Coordination",Ingénieur en exploitation,9,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029965,Marché de prestation 4965,Ministère de l'Équipement,"Rue 4965, Rabat",05 37 00 00 65,05 37 00 00 65,1492197,2024-01-16,59,12,56,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,15,"Planification, Coordination",Ingénieur en exploitation,12,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029966,Marché de prestation 4966,Ministère de l'Équipement,"Rue 4966, Rabat",05 37 00 00 66,05 37 00 00 66,329463,2024-10-25,157,53,29,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,15,"Planification, Coordination",Ingénieur en exploitation,11,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029967,Marché de prestation 4967,Ministère de l'Équipement,"Rue 4967, Rabat",05 37 00 00 67,05 37 00 00 67,1227359,2024-06-13,167,17,45,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,13,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,8,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029968,Marché de prestation 4968,Ministère de l'Équipement,"Rue 4968, Rabat",05 37 00 00 68,05 37 00 00 68,800404,2024-03-24,98,26,39,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,11,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029969,Marché de prestation 4969,Ministère de l'Équipement,"Rue 4969, Rabat",05 37 00 00 69,05 37 00 00 69,1671674,2024-06-01,125,21,19,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,7,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029970,Marché de prestation 4970,Ministère de l'Équipement,"Rue 4970, Rabat",05 37 00 00 70,05 37 00 00 70,1778726,2024-09-10,174,24,38,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,6,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,6,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029971,Marché de prestation 4971,Ministère de l'Équipement,"Rue 4971, Rabat",05 37 00 00 71,05 37 00 00 71,1691846,2024-08-18,122,19,56,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,13,"Planification, Coordination",Ingénieur en exploitation,7,"Gestion des opérations, Supervision",Technicien spécialisé,3,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029972,Marché de prestation 4972,Ministère de l'Équipement,"Rue 4972, Rabat",05 37 00 00 72,05 37 00 00 72,857181,2024-07-28,67,36,25,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,19,"Planification, Coordination",Ingénieur en exploitation,12,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029973,Marché de prestation 4973,Ministère de l'Équipement,"Rue 4973, Rabat",05 37 00 00 73,05 37 00 00 73,4293334,2024-12-29,124,14,27,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,5,"Gestion des opérations, Supervision",Technicien spécialisé,10,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029974,Marché de prestation 4974,Ministère de l'Équipement,"Rue 4974, Rabat",05 37 00 00 74,05 37 00 00 74,4422873,2024-10-18,170,55,26,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,9,"Planification, Coordination",Ingénieur en exploitation,14,"Gestion des opérations, Supervision",Technicien spécialisé,9,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
AO-2029975,Marché de prestation 4975,Ministère de l'Équipement,"Rue 4975, Rabat",05 37 00 00 75,05 37 00 00 75,2903464,2024-12-22,127,16,32,"RC, CNSS","Mémoire technique, Méthodologie","Déclaration bancaire, Attestation fiscale","Expérience similaire, Moyens humains",Ingénieur génie civil,18,"Planification, Coordination",Ingénieur en exploitation,13,"Gestion des opérations, Supervision",Technicien spécialisé,4,"Maintenance préventive, Corrective",60,40,70,0.6,0.4,True,www.marchespublics.gov.ma
